train_loss,valid_loss
20.3650836945,0.783096969128
0.330516546965,0.508269429207
0.251008719206,0.389958322048
0.209617257118,0.345077872276
0.18578144908,0.30241215229
0.170238047838,0.279064118862
0.159341961145,0.259854912758
0.150798365474,0.244373530149
0.14380133152,0.231173530221
0.137646690011,0.220334097743
0.132071569562,0.211421191692
0.127162143588,0.203567892313
0.122748531401,0.197026446462
0.118827305734,0.191216528416
0.115457050502,0.185308337212
0.112449742854,0.179487422109
0.109732188284,0.174185872078
0.107289880514,0.169013723731
0.105073653162,0.164516091347
0.10305467248,0.160446941853
0.101208306849,0.15697042644
0.0995097160339,0.153976559639
0.0979359820485,0.151278614998
0.09646910429,0.148853391409
0.0951017290354,0.146748155355
0.0938327386975,0.144920796156
0.0926352664828,0.14328071475
0.0915044397116,0.141761392355
0.0904320627451,0.140289396048
0.0894066691399,0.138977259398
0.0884454101324,0.137740850449
0.0875196307898,0.136594191194
0.086630769074,0.135483399034
0.0857850909233,0.134381920099
0.084973923862,0.133305728436
0.0841942876577,0.132213950157
0.0834442526102,0.131126970053
0.0827174335718,0.130070865154
0.0820195525885,0.129012465477
0.0813450738788,0.127966940403
0.0806929692626,0.126924216747
0.0800581946969,0.12591893971
0.0794471055269,0.124894052744
0.078849606216,0.123831927776
0.0782652571797,0.122756496072
0.0776987224817,0.121697545052
0.0771450996399,0.120659455657
0.076605848968,0.119635745883
0.0760802999139,0.118620365858
0.0755662545562,0.117639049888
0.0750673785806,0.116697102785
0.074578769505,0.115783005953
0.0741029158235,0.114912375808
0.0736396163702,0.114081904292
0.0731896013021,0.113285064697
0.0727527961135,0.112524412572
0.0723259821534,0.111798621714
0.0719095245004,0.111083693802
0.0715009644628,0.110419616103
0.0711044743657,0.109796181321
0.0707183107734,0.109201222658
0.0703427419066,0.108627326787
0.0699767619371,0.108071580529
0.0696157589555,0.107544064522
0.0692664310336,0.107023648918
0.0689230635762,0.106529377401
0.0685899630189,0.106056593359
0.0682633593678,0.105602145195
0.0679404586554,0.105166062713
0.0676264613867,0.104754455388
0.0673186033964,0.104370683432
0.0670197382569,0.103989139199
0.0667273923755,0.103626966476
0.0664416179061,0.103274539113
0.0661611258984,0.102932244539
0.0658852979541,0.102598428726
0.065616235137,0.102274507284
0.065352499485,0.101960122585
0.0650951340795,0.101646453142
0.06484156847,0.101338408887
0.064593732357,0.101036272943
0.0643510073423,0.100751429796
0.0641141459346,0.100470282137
0.063882291317,0.100191548467
0.0636535733938,0.0999194383621
0.0634275451303,0.0996512621641
0.0632047876716,0.0993882268667
0.0629858076572,0.0991334319115
0.062771037221,0.0988838374615
0.062559582293,0.0986362993717
0.0623528137803,0.0983927547932
0.0621495470405,0.0981551259756
0.0619501248002,0.0979182869196
0.0617535300553,0.0976827293634
0.0615593716502,0.0974445268512
0.0613685101271,0.0972211062908
0.0611810572445,0.0969991758466
0.0609960108995,0.0967802330852
0.0608128830791,0.0965677425265
0.0606338568032,0.0963558852673
0.0688507631421,0.0894155651331
0.0693361014128,0.0888807326555
0.0684754699469,0.0881960093975
0.0677071586251,0.0875009596348
0.067028015852,0.0868805497885
0.0664106458426,0.086301676929
0.0658500939608,0.0857402086258
0.0653322190046,0.0852040201426
0.0648506060243,0.0846863687038
0.0643983259797,0.0841731131077
0.0639676898718,0.0836882889271
0.0635612905025,0.0831952691078
0.0631647706032,0.0827272161841
0.0627885609865,0.08227622509
0.0624259226024,0.0818389952183
0.0620742887259,0.0814189314842
0.0617370307446,0.0810267478228
0.0614093840122,0.0806404873729
0.061092466116,0.0802743434906
0.0607830733061,0.0799296051264
0.0604812167585,0.0795889496803
0.0601866208017,0.07924900949
0.0598966181278,0.078911408782
0.05961625278,0.0785866752267
0.0593400672078,0.0782702714205
0.0590685941279,0.0779639557004
0.058807913214,0.0776619911194
0.0585493333638,0.0773696452379
0.0582945495844,0.0770805850625
0.058044668287,0.0768048837781
0.0578004643321,0.0765251368284
0.0575593449175,0.0762478262186
0.0573200881481,0.0759815052152
0.0570873655379,0.0757188200951
0.0568589940667,0.0754758045077
0.0566365122795,0.0752232074738
0.0564153119922,0.0749781057239
0.0561986453831,0.074744567275
0.0559854954481,0.0745141431689
0.0557729154825,0.0742885172367
0.0555647350848,0.0740704610944
0.0553575791419,0.0738564431667
0.0551527887583,0.0736466646194
0.054951608181,0.0734310522676
0.0547521226108,0.0732227861881
0.0545579046011,0.0730221569538
0.0543670393527,0.0728196650743
0.0541774220765,0.0726168230176
0.0539906844497,0.0724190250039
0.0538070611656,0.0722228363156
0.0536261163652,0.0720364525914
0.0534482970834,0.0718509703875
0.0532709546387,0.071664467454
0.0530970059335,0.0714861154556
0.0529231727123,0.0713136121631
0.052752610296,0.0711319670081
0.0525841787457,0.0709585100412
0.0524177625775,0.0707831382751
0.0522531419992,0.0706165879965
0.0520905703306,0.0704498589039
0.0519276112318,0.0702880620956
0.0517672039568,0.0701268389821
0.0516075380147,0.0699695721269
0.0514532215893,0.069818623364
0.0512993447483,0.0696752816439
0.0511483587325,0.0695303976536
0.0509983003139,0.0693884640932
0.0508488714695,0.0692484751344
0.050702098757,0.0691097527742
0.0505568012595,0.0689819306135
0.0504164323211,0.0688473209739
0.0502752102911,0.0687211602926
0.0501364059746,0.0685970559716
0.0499988682568,0.0684751495719
0.0498617850244,0.0683514326811
0.0497276745737,0.0682383179665
0.0495945848525,0.0681248307228
0.0494622886181,0.0680106878281
0.0493313595653,0.0678968504071
0.0492019839585,0.0677830725908
0.0490744896233,0.0676733106375
0.0489487536252,0.067566588521
0.0488236658275,0.0674573034048
0.0487011224031,0.0673530250788
0.0485795028508,0.0672480016947
0.0484608002007,0.0671487376094
0.0483418591321,0.0670467764139
0.0482248030603,0.0669497251511
0.0481087453663,0.0668555349112
0.0479943752289,0.0667622387409
0.0478820614517,0.0666705295444
0.0477700829506,0.0665815100074
0.0476601608098,0.0664932504296
0.0475516207516,0.0664028525352
0.0474426969886,0.0663129240274
0.0473356954753,0.066226169467
0.0472308844328,0.0661405399442
0.0471267327666,0.0660569518805
0.0470245666802,0.0659734681249
0.0469228290021,0.0658924728632
0.059846021235,0.0584302283823
0.0601214580238,0.0582123734057
0.0596118494868,0.0580310150981
0.0591457374394,0.0579001232982
0.0587248280644,0.0578031539917
0.0583390817046,0.0577639266849
0.0579890944064,0.0577334687114
0.0576673261821,0.0577041730285
0.0573603957891,0.0577061697841
0.0570740327239,0.0576919950545
0.056800737977,0.0576798692346
0.0565385520458,0.0576935857534
0.056288626045,0.0577088296413
0.0560463480651,0.0577254444361
0.0558122806251,0.057731539011
0.0555856823921,0.0577432401478
0.0553646348417,0.057764749974
0.0551510974765,0.0577941313386
0.0549428537488,0.0578048303723
0.0547393485904,0.0578231140971
0.0545427948236,0.0578279234469
0.0543487258255,0.0578496903181
0.0541603825986,0.0578714311123
0.05397541821,0.0578911416233
0.0537953786552,0.057915776968
0.0536200143397,0.0579303354025
0.0534486919641,0.0579550117254
0.0532813332975,0.0579549260437
0.0531150512397,0.0579635873437
0.0529512092471,0.0579652041197
0.0527906380594,0.0579849854112
0.0526325777173,0.0579975172877
0.0524768531322,0.0580006837845
0.0523241870105,0.058016307652
0.0521755181253,0.0580220296979
0.0520263016224,0.0580330081284
0.0518815480173,0.0580258667469
0.0517361722887,0.0580285564065
0.0515939258039,0.05802975595
0.0514532215893,0.058028306812
0.0513157062232,0.058033645153
0.0511798486114,0.0580384805799
0.0510471537709,0.0580459423363
0.0509159490466,0.0580476000905
0.0507856719196,0.0580501183867
0.0506583601236,0.0580530390143
0.05053338781,0.0580578148365
0.0504103451967,0.0580571815372
0.0502867437899,0.0580503232777
0.0501654148102,0.0580536052585
0.0500458441675,0.0580547749996
0.0499281398952,0.0580554530025
0.049811732024,0.0580472834408
0.049697149545,0.0580488666892
0.0495825298131,0.0580412819982
0.0494693815708,0.0580362901092
0.0493582747877,0.0580234080553
0.0492479875684,0.0580236017704
0.0491396151483,0.0580089762807
0.0490313135087,0.0580059103668
0.0489249899983,0.0579965598881
0.0488184280694,0.0579878352582
0.0487153865397,0.0579759925604
0.0486124046147,0.0579635389149
0.048511274159,0.0579534694552
0.0484102107584,0.0579407475889
0.0483104176819,0.0579276010394
0.0482117906213,0.0579094067216
0.0481142327189,0.0578973069787
0.0480180196464,0.0578808411956
0.047922950238,0.0578709244728
0.047829631716,0.0578547827899
0.0477370992303,0.0578358881176
