iteration,testing_loss,training_loss
586,0.0666558,0.0103552
587,0.0701587,0.0165812
588,0.0649145,0.0115916
589,0.0652671,0.00903992
590,0.0710753,0.0102277
591,0.0652786,0.0102152
592,0.0630396,0.0103546
593,0.0651699,0.00810074
594,0.0693637,0.00917844
595,0.0646823,0.00799367
596,0.0668364,0.00960789
597,0.068423,0.00947475
598,0.072076,0.0168034
599,0.0673763,0.010087
600,0.0674117,0.00797661
601,0.0727427,0.010666
602,0.0703757,0.0110061
603,0.0714659,0.00907015
604,0.0731621,0.00708145
605,0.0684089,0.00865026
606,0.0667533,0.00664925
607,0.0628709,0.00818047
608,0.0726854,0.0110303
609,0.0669089,0.00914159
610,0.0683067,0.00965723
611,0.0672947,0.0112967
612,0.0709757,0.012929
613,0.0686779,0.00911995
614,0.0721526,0.00828298
615,0.0665352,0.00670255
616,0.0679418,0.0122659
617,0.0603859,0.00954755
618,0.0648401,0.0147934
619,0.0743285,0.0118867
620,0.0675701,0.0105028
621,0.0715219,0.00851356
622,0.0692883,0.0057311
623,0.0675558,0.00759206
624,0.0653282,0.00952687
625,0.0654544,0.00621862
626,0.0714035,0.00902005
627,0.0659134,0.0116513
628,0.0684623,0.012736
629,0.0697995,0.00723498
630,0.0630376,0.0068919
631,0.0696001,0.0077213
632,0.0672838,0.010013
633,0.0645749,0.00995096
634,0.0622754,0.0115823
635,0.0721193,0.0114426
636,0.0628859,0.00849837
637,0.0664842,0.00874863
638,0.0644594,0.00846722
639,0.0637987,0.00998758
640,0.061322,0.0106064
641,0.0695559,0.00832528
642,0.0674533,0.0116226
643,0.068541,0.00826851
644,0.0646263,0.0101583
645,0.0665377,0.00735834
646,0.0734358,0.0100381
647,0.063736,0.00837637
648,0.0671943,0.0104696
649,0.066433,0.00742615
650,0.0654615,0.00929547
651,0.0741172,0.0109114
652,0.0675425,0.0131128
653,0.06543,0.00816801
654,0.0682412,0.0083208
655,0.0696327,0.0079921
656,0.0678494,0.00760633
657,0.0663993,0.00873709
658,0.0717611,0.0106864
659,0.0699914,0.0066355
660,0.0707729,0.0113401
661,0.0714629,0.0112926
662,0.068673,0.0098335
663,0.0687027,0.0128336
664,0.0780333,0.0104282
665,0.0645317,0.0133899
666,0.063196,0.00819024
667,0.0661936,0.0077566
668,0.0710135,0.00910949
669,0.0679877,0.0123592
670,0.0637899,0.0132777
671,0.0656953,0.0113044
672,0.0683411,0.00904004
673,0.0697401,0.00655464
674,0.0688661,0.00950836
675,0.0747754,0.0108435
676,0.0730098,0.00882228
677,0.0673799,0.00577904
678,0.0637248,0.0113713
679,0.063488,0.0185735
680,0.0677356,0.0105543
681,0.0625993,0.00869176
682,0.0620088,0.00873309
683,0.0677564,0.0057637
684,0.067987,0.00811497
685,0.0700729,0.0128545
686,0.0650408,0.00753992
687,0.0659311,0.0107176
688,0.0655108,0.00703521
689,0.0702056,0.00911666
690,0.0682112,0.00996491
691,0.0646265,0.0106647
692,0.0693452,0.0103751
693,0.0735399,0.00735013
694,0.0635059,0.00853354
695,0.0704299,0.00958981
696,0.0751794,0.00657609
697,0.059102,0.0106667
698,0.0647165,0.00861212
699,0.0719068,0.00939586
700,0.0655741,0.0125865
701,0.0690725,0.00630413
702,0.0643406,0.0113601
703,0.0713286,0.00693946
704,0.0660073,0.0089782
705,0.0637939,0.00741955
706,0.0639565,0.0095808
707,0.0667193,0.0064006
708,0.0664948,0.00947055
709,0.0674342,0.00752295
710,0.0725982,0.0147569
711,0.0693794,0.0099623
712,0.0741808,0.00862359
713,0.0735495,0.00987846
714,0.0685236,0.00863782
715,0.0688595,0.00893002
716,0.0663619,0.0150265
717,0.0747953,0.0108462
718,0.0635729,0.00769151
719,0.0685151,0.00837698
720,0.0668919,0.00627291
721,0.0618739,0.00772431
722,0.0678719,0.00523122
723,0.0649792,0.00927831
724,0.063846,0.0077001
725,0.0715676,0.0078815
726,0.0690072,0.00650687
727,0.0608026,0.0099942
728,0.0626602,0.0100382
729,0.0711131,0.0130257
730,0.0677106,0.00928293
731,0.075663,0.00799409
732,0.0654753,0.0101769
733,0.0732787,0.00808818
734,0.0717892,0.0107549
735,0.0669956,0.00863046
736,0.0636777,0.0110004
737,0.0728097,0.00780841
738,0.0694877,0.00999145
739,0.0695963,0.0109438
740,0.0665995,0.00638057
741,0.0654875,0.00820849
742,0.0653796,0.010407
743,0.0644542,0.0121842
744,0.0716899,0.00681005
745,0.0634265,0.0098363
746,0.076374,0.0114651
747,0.0681492,0.00822432
748,0.0629651,0.00629098
749,0.0649713,0.00745895
750,0.0705755,0.00905538
751,0.0660256,0.00769013
752,0.0701705,0.0101459
753,0.0641875,0.00596619
754,0.0657993,0.00763041
755,0.0719059,0.00932996
756,0.0724958,0.00837671
757,0.0735025,0.00865539
758,0.058553,0.0064997
759,0.0730474,0.00894939
760,0.0713162,0.0101377
761,0.0607448,0.00622149
762,0.067687,0.0092995
763,0.0747959,0.00691144
764,0.0755728,0.00752426
765,0.0698346,0.00715815
766,0.0684122,0.00884638
767,0.0721148,0.00663922
768,0.0704934,0.00622233
769,0.0606606,0.00797721
770,0.0631602,0.00686364
771,0.0649629,0.00748927
772,0.0706899,0.00908029
773,0.0638052,0.00969191
774,0.0653595,0.0129678
775,0.0740196,0.0118649
776,0.0686364,0.00916752
777,0.0615736,0.0105682
778,0.065833,0.00967398
779,0.0674194,0.00916735
780,0.0645987,0.00934556
781,0.0717261,0.00661855
782,0.0617521,0.00801774
783,0.0662804,0.00935723
784,0.0674359,0.00806218
785,0.0599048,0.00808403
786,0.0648588,0.00739899
787,0.0663264,0.0120647
788,0.0698899,0.00861672
789,0.0701014,0.00690108
790,0.0713798,0.00942751
791,0.0663028,0.00785803
792,0.0654813,0.00512348
793,0.074688,0.00590167
794,0.061904,0.0081129
795,0.075579,0.00844439
796,0.0704165,0.00874677
797,0.0709642,0.00677657
798,0.0671837,0.00583376
799,0.0646525,0.00831912
800,0.0670429,0.00642387
801,0.0706242,0.00973066
802,0.0680696,0.00858931
803,0.069326,0.00957259
804,0.0651761,0.00831961
805,0.0691441,0.0103776
806,0.0655888,0.00679808
807,0.0752263,0.00904934
808,0.0756869,0.00753077
809,0.059489,0.00696738
810,0.0609522,0.00669346
811,0.0675502,0.00649782
812,0.0753849,0.00948821
813,0.0649067,0.00814301
814,0.0684048,0.00850458
815,0.0646936,0.00905261
816,0.0666471,0.00845096
817,0.0647196,0.00929302
818,0.0678894,0.0134833
819,0.0739013,0.00886813
820,0.0648125,0.0098262
821,0.0676196,0.00763505
822,0.065807,0.00792726
823,0.0574271,0.00724869
824,0.0630632,0.00603784
825,0.0650401,0.00723952
826,0.0724344,0.0105616
827,0.0706101,0.0109449
828,0.0647193,0.0145045
829,0.0696997,0.00731374
830,0.0692226,0.00593405
831,0.0727717,0.00808673
832,0.0673146,0.00803235
833,0.0687647,0.0116943
834,0.06618,0.00698341
835,0.0742617,0.00956607
836,0.0669695,0.00786933
837,0.068238,0.00871941
838,0.0658115,0.013395
839,0.0712307,0.00651829
840,0.0680531,0.00859386
841,0.0705312,0.00826672
842,0.0673343,0.00664412
843,0.0617069,0.0048253
844,0.0706313,0.00396546
845,0.067199,0.00753082
846,0.0643833,0.0106073
847,0.067532,0.00967604
848,0.0575676,0.00972246
849,0.067987,0.00869518
850,0.0679699,0.0103291
851,0.0622733,0.0116936
852,0.0682756,0.0096347
853,0.0679304,0.0108147
854,0.0664813,0.0100534
855,0.0726384,0.00615812
856,0.0689771,0.00634545
857,0.0708387,0.00768689
858,0.0753748,0.00890271
859,0.0735397,0.00938097
860,0.0616937,0.00614099
861,0.0687643,0.00596497
862,0.0657031,0.00735615
863,0.0657351,0.0077678
864,0.0722233,0.0075497
865,0.0667951,0.00579415
866,0.072345,0.00885931
867,0.0630464,0.00719789
868,0.068476,0.00749069
869,0.0659421,0.0109864
870,0.0670569,0.0062301
871,0.0642986,0.0084109
872,0.0624321,0.00767869
873,0.0727585,0.00764608
874,0.0665763,0.0111878
875,0.0728614,0.00816332
876,0.0684785,0.0080816
877,0.0701685,0.00655008
878,0.0686499,0.00781104
879,0.0592914,0.00819527
880,0.0702991,0.00772582
881,0.0577543,0.011748
882,0.0660983,0.0058132
883,0.066922,0.00651997
884,0.0692332,0.00694655
885,0.0625616,0.00534554
886,0.0633638,0.00945465
887,0.0691957,0.00588532
888,0.0683352,0.0045192
889,0.0669633,0.00547434
890,0.0699981,0.00484553
891,0.0614863,0.00647874
892,0.0705569,0.00717926
893,0.0638278,0.00821024
894,0.0642907,0.00778773
895,0.0719522,0.00809174
896,0.0668963,0.00678299
897,0.0695662,0.00815989
898,0.0641329,0.00582437
899,0.0625529,0.00843603
900,0.0697704,0.00750481
901,0.0665791,0.00649665
902,0.0685219,0.00752425
903,0.0656889,0.00764613
904,0.0678029,0.00612724
905,0.0620907,0.00957285
906,0.0685903,0.00646474
907,0.0708669,0.00880098
908,0.0757629,0.00713194
909,0.0715235,0.00893545
910,0.0700858,0.00735423
911,0.0645082,0.00556171
912,0.0656807,0.00588959
913,0.0615498,0.00806576
914,0.0637009,0.0058029
915,0.0612996,0.00855236
916,0.0654899,0.00540081
917,0.0620347,0.0070769
918,0.0754731,0.00986525
919,0.0656697,0.00838946
920,0.0657187,0.00864769
921,0.0663415,0.00830676
922,0.0719166,0.00682755
923,0.0649409,0.00736271
924,0.0711064,0.00694037
925,0.0736492,0.0063735
926,0.0688719,0.00754136
927,0.0711322,0.00615072
928,0.0592955,0.00595257
929,0.0628184,0.00878339
930,0.0690964,0.00684946
931,0.0665211,0.00997989
932,0.0676952,0.00654656
933,0.0783033,0.00873242
934,0.0665858,0.00809941
935,0.0719819,0.00598201
936,0.0696799,0.00615211
937,0.067651,0.0113351
938,0.0722925,0.00715295
939,0.0671635,0.00961671
940,0.0713237,0.0111012
941,0.0680682,0.00607445
942,0.0652912,0.00820979
943,0.0676701,0.0067519
944,0.0671764,0.00749466
945,0.063623,0.0077463
946,0.0657199,0.00740071
947,0.0719308,0.00751454
948,0.0731274,0.00800032
949,0.0713282,0.00572438
950,0.070222,0.00707858
951,0.0674965,0.00715254
952,0.0646891,0.00758315
953,0.0638615,0.00712354
954,0.0707865,0.00848419
955,0.0665307,0.0078416
956,0.0677347,0.00870938
957,0.0644401,0.00734612
958,0.0684312,0.00567531
959,0.0700481,0.00654079
960,0.0617172,0.0092764
961,0.0676902,0.00662765
962,0.072485,0.00700657
963,0.0658495,0.0072181
964,0.0756067,0.00697515
965,0.0707881,0.00727975
966,0.0722576,0.00576316
967,0.0607743,0.00863149
968,0.0713223,0.0152863
969,0.0645846,0.00728709
970,0.0649245,0.00738864
971,0.0635949,0.00859729
972,0.0706118,0.00571063
973,0.0689805,0.00939732
974,0.0690377,0.0055487
975,0.0726732,0.0128776
976,0.0628034,0.00683207
977,0.0682102,0.00530035
978,0.0628639,0.0089954
979,0.064668,0.00916437
980,0.0687749,0.00568811
981,0.0647701,0.00841514
982,0.0682457,0.00523964
983,0.0676258,0.00866713
984,0.0692976,0.00800868
985,0.0760538,0.00644788
986,0.0703851,0.007693
987,0.0664743,0.00708028
988,0.0660821,0.00615608
989,0.0769069,0.00647806
990,0.0659104,0.00581411
991,0.0628049,0.00677203
992,0.0695613,0.00919024
993,0.0692256,0.00788963
994,0.0705225,0.00685317
995,0.0656207,0.00756874
996,0.0613376,0.0051885
997,0.0636705,0.00723671
998,0.0652546,0.00629213
999,0.0662669,0.00562654
1000,0.0744049,0.00955988
