iteration,testing_loss,training_loss
809,0.0733188,0.00719914
810,0.0680549,0.00749927
811,0.0705015,0.0110567
812,0.0623865,0.0103881
813,0.0732538,0.00617497
814,0.0694078,0.0100441
815,0.0561636,0.00699855
816,0.0724022,0.00715181
817,0.0637853,0.00933955
818,0.0663439,0.00908309
819,0.0697106,0.00994109
820,0.0661277,0.00897007
821,0.0716841,0.0083466
822,0.0698687,0.00796168
823,0.0681391,0.00767336
824,0.0699069,0.00801624
825,0.0625974,0.00691072
826,0.0647988,0.00511496
827,0.0778372,0.00673136
828,0.0704044,0.00923357
829,0.068444,0.00655495
830,0.0649287,0.00829731
831,0.0672623,0.00815256
832,0.0674392,0.007431
833,0.0692416,0.00623182
834,0.0706873,0.00825645
835,0.0670814,0.0100933
836,0.0679499,0.00744153
837,0.0648645,0.00698087
838,0.0657081,0.0075135
839,0.0670049,0.00656705
840,0.0642394,0.00876796
841,0.0714481,0.00818517
842,0.0658246,0.00836776
843,0.0610232,0.0065448
844,0.0661601,0.00793483
845,0.0651628,0.00785767
846,0.0708287,0.00658784
847,0.0641793,0.00812668
848,0.0639565,0.00688116
849,0.0689016,0.00821779
850,0.0653597,0.00671173
851,0.0633952,0.00844434
852,0.0657603,0.00779881
853,0.0689743,0.00516477
854,0.0683705,0.00595413
855,0.0738155,0.00552066
856,0.0685352,0.00729551
857,0.0690622,0.00720139
858,0.0679062,0.00794845
859,0.0611719,0.00754941
860,0.0670912,0.00843786
861,0.0634478,0.00583523
862,0.0657809,0.00616381
863,0.0713666,0.00882588
864,0.0784076,0.00751636
865,0.0659025,0.00872415
866,0.0710067,0.00781451
867,0.0687949,0.0103812
868,0.0687951,0.0107673
869,0.0659865,0.0109571
870,0.0654638,0.00646648
871,0.071885,0.00972688
872,0.0677584,0.0073727
873,0.0624856,0.0105721
874,0.0616038,0.00824546
875,0.073332,0.00654881
876,0.0689282,0.00907474
877,0.0690059,0.00817555
878,0.0672603,0.00811468
879,0.065969,0.00717753
880,0.0692938,0.00758769
881,0.0662931,0.0102191
882,0.0693447,0.00904973
883,0.0681771,0.00906436
884,0.0656165,0.00666674
885,0.069882,0.00759437
886,0.0694197,0.0100876
887,0.0643797,0.00785746
888,0.0699578,0.00727962
889,0.0687604,0.00720717
890,0.0671874,0.00981806
891,0.0647752,0.00673306
892,0.0638303,0.00855601
893,0.0650338,0.00639026
894,0.0652968,0.00674334
895,0.0687932,0.00814938
896,0.0646404,0.00859707
897,0.0673214,0.00795957
898,0.0652464,0.0081604
899,0.0693254,0.00757243
900,0.0699,0.00807291
901,0.0717596,0.00766431
902,0.0707923,0.00748778
903,0.0696069,0.00788529
904,0.0710492,0.0058301
905,0.0735239,0.00617282
906,0.0631171,0.00750207
907,0.0655963,0.0067613
908,0.0684112,0.0102384
909,0.0720209,0.00865789
910,0.0642701,0.00595243
911,0.0667184,0.00743421
912,0.0635454,0.0100794
913,0.067766,0.00665969
914,0.0692097,0.00686175
915,0.067541,0.00536428
916,0.0605063,0.00764187
917,0.0701881,0.00752552
918,0.0686584,0.00696889
919,0.0713817,0.00817706
920,0.0688839,0.00806493
921,0.0669015,0.00663087
922,0.0705865,0.00685836
923,0.0687455,0.00653524
924,0.0620556,0.0074443
925,0.0614658,0.00691705
926,0.0642339,0.00940356
927,0.0674136,0.00940497
928,0.0670994,0.00813035
929,0.0619438,0.00801818
930,0.0706134,0.00906066
931,0.0770081,0.00708188
932,0.0670397,0.00676501
933,0.0690916,0.00922946
934,0.0706538,0.00841367
935,0.0669853,0.00847524
936,0.0654494,0.00641549
937,0.072751,0.00657471
938,0.0633766,0.00686848
939,0.0721008,0.00623314
940,0.0754224,0.00602008
941,0.0648436,0.0072638
942,0.0735036,0.00523214
943,0.0663768,0.00693473
944,0.0626979,0.00652328
945,0.0668156,0.00541889
946,0.069221,0.00775152
947,0.0667054,0.00826105
948,0.0649113,0.00650402
949,0.068034,0.0060137
950,0.0611716,0.00909913
951,0.0683298,0.00483473
952,0.0650673,0.00577028
953,0.0724294,0.00766341
954,0.0650091,0.00839376
955,0.0753036,0.00824872
956,0.0738707,0.00673251
957,0.0728719,0.00730285
958,0.0712582,0.00762587
959,0.0709441,0.00720682
960,0.0645827,0.00669028
961,0.0672556,0.00494422
962,0.0724223,0.00866973
963,0.069489,0.00556283
964,0.0701528,0.00616504
965,0.0654872,0.00714877
966,0.0682997,0.00762237
967,0.0702796,0.00581056
968,0.0679592,0.00828722
969,0.0741201,0.00729017
970,0.0711152,0.00677137
971,0.0683051,0.00616008
972,0.0653187,0.00785887
973,0.0686488,0.00626613
974,0.0735586,0.00674251
975,0.0681224,0.00457493
976,0.0636933,0.00498817
977,0.0704148,0.0073882
978,0.0659174,0.00795298
979,0.0728392,0.00635343
980,0.0649894,0.00876637
981,0.0736659,0.00711425
982,0.067179,0.0119471
983,0.0691984,0.00899192
984,0.0649854,0.00634906
985,0.0646154,0.00714253
986,0.0665272,0.00609533
987,0.0674989,0.00653314
988,0.0701014,0.00555638
989,0.0631399,0.00574609
990,0.0667271,0.00722274
991,0.0653757,0.00816247
992,0.0729851,0.00649936
993,0.0654123,0.00583473
994,0.0653648,0.00915553
995,0.0651462,0.00892147
996,0.0780475,0.00951301
997,0.0703475,0.011594
998,0.0754952,0.00655326
999,0.0741897,0.00579933
1000,0.0665976,0.00673309
